,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,2024,2024.1,2024.2,2024.3,2024.4,2024.5,2024.6,2024.7,2024.8,2024.9,2024.10,2024.11,2024.12,2024.13,2024.14,2024.15,2024.16
1020,Player,Age,Ht.,Wt.,Lvl.,Org,BB/9,K/9,GB%,SwSt%,FIP,BF,G,GS,IP,H,HR,ER,BB,K,GO/AO,ERA,WHIP
1021,Vladimir Gutierrez,28,"6' 1""",205,AAA,MIL,5.8,3.9,24%,12.1%,8.20,23,2,1,4.2,7,1,7,3,2,1.50,13.50,2.14
1022,Florencio Serrano,24,"6' 1""",205,AAA,TEX,23.1,5.8,19%,1.9%,20.34,35,4,1,4.2,9,3,12,12,3,2.33,23.14,4.50
1023,Brad Case,27,"6' 7""",242,AAA,PIT,5.8,1.9,50%,4.8%,12.49,24,2,-,4.2,6,2,5,3,1,0.50,9.64,1.93
1024,Garrett Whitlock,28,"6' 5""",222,AAA,BOS,1.9,9.6,64%,21.3%,1.53,17,1,1,4.2,2,0,0,1,5,0.50,0.00,0.64
1025,Hunter Dula,25,"6' 1""",205,AAA,SF,3.9,3.9,-,-,10.58,27,3,-,4.2,10,2,6,2,2,1.40,11.57,2.57
1026,Ryan Hennen,26,"6' 0""",180,AAA,BAL,3.9,7.7,-,-,5.82,19,2,-,4.2,3,1,1,2,4,0.67,1.93,1.07
1027,Bryce Montes de Oca,28,"6' 7""",265,AAA,NYM,17.4,13.5,-,-,13.91,27,6,-,4.2,3,2,4,9,7,2.00,7.71,2.57
1028,José Cisnero,35,"6' 3""",258,AAA,LAA,3.9,15.4,-,-,0.82,23,4,-,4.2,7,0,1,2,8,1.00,1.93,1.93
1029,R.J. Dabovich,25,"6' 3""",208,AAA,SF,12.5,10.4,46%,8.8%,5.88,27,4,-,4.1,6,0,5,6,5,0.50,10.38,2.77
1030,Gavin Hollowell,26,"6' 7""",215,AAA,COL,8.3,12.5,38%,10.7%,7.10,26,6,-,4.1,6,1,8,4,6,0.80,16.62,2.31
1031,Declan Cronin,26,"6' 4""",225,AAA,MIA,8.3,8.3,62%,10.1%,7.35,21,3,-,4.1,5,1,2,4,4,0.60,4.15,2.08
1032,Chris Jefferson,27,"6' 2""",205,AAA,SEA,14.5,8.3,0%,6.9%,9.54,21,4,1,4.1,2,1,3,7,4,7.00,6.23,2.08
1033,Sean Reid-Foley,28,"6' 3""",230,AAA,NYM,4.2,6.2,50%,7.4%,6.37,20,4,-,4.1,6,1,2,2,3,0.29,4.15,1.85
1034,Andrew Bechtold,28,"6' 1""",185,AAA,TOR,14.5,12.5,40%,7.1%,8.57,28,4,-,4.1,8,1,6,7,6,0.75,12.46,3.46
1035,Blake Treinen,36,"6' 5""",225,AAA,LAD,0.0,12.5,43%,17.3%,0.27,20,5,1,4.1,8,0,5,0,6,0.20,10.38,1.85
1036,Kyle Hendricks,34,"6' 3""",190,AAA,CHC,6.2,12.5,46%,12.9%,2.47,20,1,1,4.1,5,0,1,3,6,1.00,2.08,1.85
1037,Ryan Cusick,24,"6' 6""",235,AAA,OAK,8.3,4.2,-,-,6.62,28,2,-,4.1,8,0,5,4,2,0.33,10.38,2.77
1038,Jakob Junis,31,"6' 3""",238,AAA,MIL,4.2,8.3,-,-,2.71,16,2,2,4.1,1,0,1,2,4,1.25,2.08,0.69
1039,Jamison Hill,25,"6' 1""",180,AAA,AZ,8.3,4.2,-,-,11.49,22,1,1,4.1,5,2,5,4,2,2.67,10.38,2.08
1040,Gerrit Cole,33,"6' 4""",220,AAA,NYY,0.0,20.8,-,-,0.00,16,1,1,4.1,2,0,0,0,10,3.00,0.00,0.46
1041,Kyle Amendt,24,"6' 5""",237,AAA,AZ,6.2,8.3,-,-,6.62,21,4,-,4.1,5,1,5,3,4,0.50,10.38,1.85
1042,Tyson Miller,29,"6' 5""",220,AAA,SEA,4.5,13.5,38%,19.7%,1.70,16,4,-,4.0,3,0,1,2,6,1.50,2.25,1.25
1043,Joe Jacques,29,"6' 4""",210,AAA,BOS,13.5,15.8,72%,1.9%,4.20,25,4,-,4.0,8,0,7,6,7,1.00,15.75,3.50
1044,Mitchell Parker,24,"6' 4""",239,AAA,WSH,2.3,11.3,0%,12.3%,1.45,15,1,1,4.0,1,0,0,1,5,7.00,0.00,0.50
1045,Sean Hjelle,27,"6' 11""",228,AAA,SF,0.0,13.5,71%,12.1%,0.95,14,3,-,4.0,2,0,0,0,6,0.00,0.00,0.50
1046,Ian Gibaut,30,"6' 3""",250,AAA,CIN,11.3,13.5,46%,12.6%,8.70,24,5,-,4.0,6,1,5,5,6,0.67,11.25,2.75
1047,Brendan Cellucci,26,"6' 4""",211,AAA,BOS,9.0,6.8,40%,14.3%,4.70,17,2,-,4.0,3,0,1,4,3,1.33,2.25,1.75
1048,Yolmer Sánchez,32,"5' 9""",210,AAA,NYM,2.3,0.0,50%,0.0%,7.20,21,5,-,4.0,7,1,3,1,0,0.63,6.75,2.00
1049,Drew Smith,30,"6' 2""",190,AAA,NYM,2.3,2.3,50%,11.5%,6.70,17,4,-,4.0,5,1,4,1,1,0.67,9.00,1.50
1050,Ryan Brown,23,"6' 2""",219,AAA,OAK,6.8,9.0,0%,4.3%,8.20,22,3,-,4.0,5,1,4,3,4,3.00,9.00,2.00
1051,Shane Drohan,25,"6' 3""",195,AAA,CWS,9.0,11.3,-,-,3.70,20,5,-,4.0,4,0,4,4,5,1.33,9.00,2.00
1052,Giovanny Gallegos,33,"6' 2""",205,AAA,STL,4.5,6.8,-,-,12.95,18,4,1,4.0,5,3,5,2,3,1.67,11.25,1.75
1053,Shane Murphy,23,"6' 5""",210,AAA,CWS,9.0,2.3,-,-,12.20,21,1,1,4.0,5,2,8,4,1,1.75,18.00,2.25
1054,Jason Ruffcorn,26,"6' 2""",225,AAA,SEA,6.8,4.5,-,-,4.45,15,2,-,4.0,2,0,0,3,2,0.60,0.00,1.25
1055,Tristan Stevens,26,"6' 2""",200,AAA,MIA,4.5,4.5,-,-,4.45,17,1,1,4.0,3,0,0,2,2,0.29,0.00,1.25
1056,Jake Bloss,23,"6' 3""",223,AAA,HOU,0.0,6.8,-,-,1.70,13,1,1,4.0,1,0,0,0,3,0.80,0.00,0.25
1057,Brock Stewart,32,"6' 3""",220,AAA,MIN,4.5,18.0,-,-,3.95,15,4,-,4.0,2,1,1,2,8,0.00,2.25,1.00
1058,Hunter Stratton,27,"6' 4""",225,AAA,PIT,2.3,9.0,-,-,1.95,15,3,-,4.0,2,0,0,1,4,1.67,0.00,0.75
1059,Dominic Leone,32,"5' 10""",215,AAA,CWS,0.0,15.8,-,-,0.45,17,4,-,4.0,4,0,2,0,7,0.67,4.50,1.00
1060,Kyle Cody,30,"6' 7""",225,AAA,SF,13.5,11.3,-,-,5.95,26,3,-,4.0,6,0,4,6,5,1.00,9.00,3.00
1061,Adrian Hernandez,24,"5' 8""",190,AAA,TOR,13.5,11.3,-,-,7.45,30,4,-,4.0,8,0,10,6,5,0.60,22.50,3.50
1062,Ryan Boyer,27,"6' 2""",225,AAA,TOR,9.0,9.0,-,-,10.70,24,4,-,4.0,7,2,8,4,4,0.80,18.00,2.75
1063,Rafael Montero,33,"6' 0""",193,AAA,HOU,0.0,20.3,-,-,0.00,15,4,-,4.0,3,0,0,0,9,2.00,0.00,0.75
1064,Craig Yoho,24,"6' 3""",225,AAA,MIL,0.0,15.8,-,-,0.00,15,3,-,4.0,3,0,0,0,7,0.67,0.00,0.75
1065,Camilo Doval,27,"6' 2""",185,AAA,SF,2.3,11.3,-,-,1.45,15,4,-,4.0,2,0,2,1,5,1.33,4.50,0.75
1066,Zach Brzykcy,25,"6' 2""",208,AAA,WSH,0.0,11.3,-,-,0.70,12,4,-,4.0,0,0,0,0,5,0.40,0.00,0.00
1067,Reynaldo López,30,"6' 1""",225,AAA,ATL,2.3,9.0,-,-,2.70,19,1,1,4.0,6,0,3,1,4,0.75,6.75,1.75
1068,Jameson Taillon,32,"6' 5""",230,AAA,CHC,2.5,9.8,33%,13.2%,1.64,16,1,1,3.2,3,0,0,1,4,0.60,0.00,1.09
1069,Jake Sommers,27,"6' 2""",190,AAA,COL,9.8,12.3,60%,13.7%,3.83,19,3,-,3.2,5,0,3,4,5,0.67,7.36,2.45
1070,J.P. France,29,"6' 0""",198,AAA,HOU,9.8,7.4,64%,9.9%,5.08,19,1,1,3.2,4,0,3,4,3,0.60,7.36,2.18
1071,Player,Age,Ht.,Wt.,Lvl.,Org,BB/9,K/9,GB%,SwSt%,FIP,BF,G,GS,IP,H,HR,ER,BB,K,GO/AO,ERA,WHIP
1072,Riley Unroe,29,"5' 10""",180,AAA,DET,4.9,0.0,25%,1.8%,18.20,25,2,-,3.2,12,3,12,2,0,1.50,29.45,3.82
1073,Steven Wilson,29,"6' 3""",221,AAA,CWS,7.4,12.3,-,-,11.01,21,4,-,3.2,8,2,5,3,5,1.50,12.27,3.00
1074,Kevin Smith,28,"5' 11""",190,AAA,NYY,0.0,0.0,-,-,3.20,17,2,-,3.2,7,0,2,0,0,0.67,4.91,1.91
1075,JT Brubaker,30,"6' 3""",180,AAA,NYY,14.7,4.9,-,-,11.64,18,2,2,3.2,2,1,3,6,2,1.67,7.36,2.18
1076,Julian Merryweather,32,"6' 4""",215,AAA,CHC,0.0,12.3,-,-,0.08,16,3,-,3.2,5,0,1,0,5,5.00,2.45,1.36
1077,Seth Martinez,29,"6' 2""",193,AAA,HOU,9.8,4.9,-,-,5.70,17,4,-,3.2,3,0,1,4,2,1.00,2.45,1.91
1078,Nick Krauth,24,"6' 3""",170,AAA,TEX,4.9,2.5,-,-,9.45,16,1,-,3.2,3,1,2,2,1,0.50,4.91,1.36
1079,Sean Poppen,30,"6' 3""",210,AAA,SEA,5.4,13.5,14%,14.6%,10.30,16,2,-,3.1,4,2,4,2,5,4.00,10.80,1.80
1080,Mark Washington,28,"6' 7""",205,AAA,HOU,16.2,5.4,-,-,12.88,22,3,-,3.1,5,1,8,6,2,0.60,21.60,3.30
1081,Daniel Martinez,26,"5' 11""",190,AAA,ATL,10.8,8.1,30%,12.8%,14.49,19,1,-,3.1,3,2,7,4,3,1.33,18.90,2.10
1082,Max McDowell,30,"6' 1""",208,AAA,TOR,8.1,8.1,29%,5.9%,8.36,24,3,-,3.1,11,1,9,3,3,2.50,24.30,4.20
1083,Justin Steele,29,"6' 2""",205,AAA,CHC,2.7,10.8,17%,11.1%,1.59,17,1,1,3.1,6,0,3,1,4,0.00,8.10,2.10
1084,Jonny Cuevas,23,"6' 3""",200,AAA,TB,18.9,8.1,33%,10.0%,8.04,20,2,-,3.1,3,0,7,7,3,2.50,18.90,3.00
1085,Patrick Wicklander,24,"6' 1""",205,AAA,TB,16.2,2.7,43%,4.7%,12.56,21,2,-,3.1,6,1,6,6,1,1.00,16.20,3.60
1086,Dylan Shockley,27,"5' 10""",195,AAA,PIT,5.4,0.0,20%,0.0%,9.33,20,3,-,3.1,8,1,8,2,0,0.67,21.60,3.00
1087,Corey Avant,22,"6' 4""",225,AAA,OAK,10.8,10.8,0%,0.0%,4.49,14,3,-,3.1,1,0,1,4,4,1.50,2.70,1.50
1088,Benito Garcia,24,"6' 0""",165,AAA,STL,5.4,2.7,-,-,12.88,18,1,-,3.1,6,2,3,2,1,0.50,8.10,2.40
1089,Paul Blackburn,30,"6' 1""",196,AAA,OAK,8.1,5.4,-,-,9.97,23,2,1,3.1,9,1,5,3,2,1.67,13.50,3.60
1090,Angel Chivilli,22,"6' 2""",162,AAA,COL,0.0,13.5,-,-,0.00,11,3,-,3.1,0,0,0,0,5,1.00,0.00,0.00
1091,Francis Pena,23,"6' 1""",170,AAA,SD,2.7,0.0,-,-,4.17,13,4,-,3.1,2,0,0,1,0,0.67,0.00,0.90
1092,Reed Garrett,31,"6' 2""",195,AAA,NYM,3.0,21.0,67%,16.1%,0.00,12,2,-,3.0,2,0,0,1,7,1.00,0.00,1.00
1093,Wilking Rodríguez,34,"6' 1""",225,AAA,STL,24.0,18.0,100%,9.8%,7.20,19,4,-,3.0,2,0,4,8,6,2.00,12.00,3.33
1094,Corbin Martin,28,"6' 2""",225,AAA,AZ,9.0,9.0,88%,14.1%,8.53,14,2,-,3.0,3,1,3,3,3,0.00,9.00,2.00
1095,Cory Abbott,28,"6' 2""",217,AAA,SEA,6.0,6.0,30%,6.3%,12.53,14,1,1,3.0,4,2,3,2,2,2.00,9.00,2.00
1096,Carson Fulmer,30,"6' 0""",210,AAA,LAA,6.0,6.0,10%,6.3%,3.87,15,1,1,3.0,3,0,1,2,2,3.00,3.00,1.67
1097,Wade Miley,37,"6' 1""",220,AAA,MIL,6.0,9.0,75%,9.1%,3.20,13,1,1,3.0,2,0,1,2,3,0.20,3.00,1.33
1098,Josh VanMeter,29,"5' 10""",198,AAA,NYY,3.0,9.0,40%,0.0%,7.53,19,3,-,3.0,6,1,5,1,3,0.60,15.00,2.33
1099,Caleb Thielbar,37,"6' 0""",205,AAA,MIN,3.0,15.0,40%,25.5%,5.20,11,2,-,3.0,2,1,1,1,5,0.50,3.00,1.00
1100,Matt Givin,25,"6' 3""",180,AAA,NYY,6.0,9.0,33%,17.0%,3.20,14,1,-,3.0,2,0,0,2,3,1.33,0.00,1.33
1101,Fitz Stadler,27,"6' 9""",230,AAA,TOR,27.0,15.0,50%,6.5%,9.87,20,3,-,3.0,1,0,5,9,5,3.00,15.00,3.33
1102,Nick Pivetta,31,"6' 5""",210,AAA,BOS,12.0,15.0,14%,9.7%,3.87,16,1,1,3.0,3,0,4,4,5,3.00,12.00,2.33
1103,Connor Brogdon,29,"6' 6""",205,AAA,LAD,3.0,12.0,33%,17.6%,5.87,12,3,-,3.0,2,1,2,1,4,4.00,6.00,1.00
1104,Chad Green,33,"6' 3""",215,AAA,TOR,3.0,3.0,30%,5.7%,3.53,12,3,-,3.0,2,0,0,1,1,1.67,0.00,1.00
1105,Kenta Maeda,36,"6' 1""",185,AAA,DET,0.0,18.0,17%,24.5%,0.00,13,1,1,3.0,3,0,1,0,6,1.00,3.00,1.00
1106,Jay Jackson,36,"6' 1""",195,AAA,MIN,0.0,6.0,-,-,1.87,10,3,-,3.0,2,0,1,0,2,0.50,3.00,0.67
1107,Taylor Rashi,28,"6' 4""",220,AAA,AZ,6.0,9.0,0%,9.1%,3.20,14,2,-,3.0,3,0,1,2,3,1.00,3.00,1.67
1108,Hernán Pérez,33,"6' 0""",213,AAA,CIN,6.0,0.0,-,-,6.20,22,3,-,3.0,10,0,7,2,0,8.00,21.00,4.00
1109,Garrett Schoenle,26,"6' 5""",185,AAA,CWS,3.0,12.0,-,-,1.53,10,1,1,3.0,0,0,0,1,4,0.67,0.00,0.33
1110,Alex Faedo,28,"6' 5""",225,AAA,DET,12.0,12.0,-,-,4.53,17,3,1,3.0,4,0,1,4,4,4.00,3.00,2.67
1111,Jesús Liranzo,29,"6' 2""",248,AAA,NYY,3.0,9.0,-,-,2.20,11,2,-,3.0,1,0,0,1,3,5.00,0.00,0.67
1112,Jacob Watters,23,"6' 4""",230,AAA,OAK,15.0,0.0,-,-,8.20,15,1,-,3.0,3,0,3,5,0,1.33,9.00,2.67
1113,Julio Rodriguez,24,"6' 3""",180,AAA,SF,0.0,9.0,-,-,5.53,11,2,-,3.0,3,1,1,0,3,0.00,3.00,1.00
1114,Miguel Castro,29,"6' 7""",201,AAA,AZ,6.0,6.0,-,-,3.87,11,2,-,3.0,1,0,0,2,2,2.00,0.00,1.00
1115,Heath Hembree,35,"6' 4""",220,AAA,SEA,0.0,12.0,-,-,4.87,10,3,-,3.0,1,1,1,0,4,1.50,3.00,0.33
1116,José Quijada,28,"5' 11""",215,AAA,LAA,12.0,6.0,-,-,5.87,12,4,-,3.0,1,0,0,4,2,0.25,0.00,1.67
1117,Dane Dunning,29,"6' 4""",225,AAA,TEX,3.0,9.0,-,-,2.20,11,1,-,3.0,0,0,0,1,3,0.75,0.00,0.33
1118,Devin Williams,29,"6' 2""",193,AAA,MIL,6.0,9.0,-,-,3.20,12,3,-,3.0,1,0,0,2,3,2.00,0.00,1.00
1119,Bailey Falter,27,"6' 4""",205,AAA,PIT,0.0,9.0,-,-,1.20,13,1,1,3.0,5,0,2,0,3,4.00,6.00,1.67
1120,Emilio Pagán,33,"6' 2""",208,AAA,CIN,0.0,9.0,-,-,1.20,11,3,-,3.0,2,0,2,0,3,1.00,6.00,0.67
1121,Bryan Hudson,27,"6' 8""",220,AAA,MIL,6.0,9.0,-,-,3.20,14,3,-,3.0,4,0,1,2,3,1.50,3.00,2.00
1122,Player,Age,Ht.,Wt.,Lvl.,Org,BB/9,K/9,GB%,SwSt%,FIP,BF,G,GS,IP,H,HR,ER,BB,K,GO/AO,ERA,WHIP
1123,Dylan Lee,30,"6' 3""",214,AAA,ATL,0.0,12.0,-,-,0.53,10,2,-,3.0,1,0,0,0,4,0.67,0.00,0.33
1124,Mason Adams,24,"6' 0""",200,AAA,CWS,15.0,3.0,-,-,7.53,17,1,1,3.0,3,0,3,5,1,0.60,9.00,2.67
1125,Tyler Matzek,33,"6' 3""",230,AAA,SF,3.0,3.0,-,-,7.87,14,3,-,3.0,3,1,2,1,1,2.00,6.00,1.33
1126,Logan Rinehart,26,"6' 3""",185,AAA,BAL,6.0,9.0,-,-,3.20,11,1,-,3.0,1,0,0,2,3,1.50,0.00,1.00
1127,Jacob Wallace,26,"6' 1""",190,AAA,KC,0.0,10.1,63%,15.4%,0.47,11,3,-,2.2,2,0,2,0,3,0.20,6.75,0.75
1128,Chris Kachmar,27,"6' 3""",180,AAA,CHC,20.3,3.4,18%,6.1%,10.47,18,2,1,2.2,4,0,4,6,1,0.00,13.50,3.75
1129,Deury Carrasco,24,"6' 0""",200,AAA,HOU,10.1,3.4,80%,2.0%,7.75,15,1,-,2.2,5,0,3,3,1,0.00,10.13,3.00
1130,Scott Alexander,35,"6' 2""",195,AAA,OAK,3.4,16.9,83%,10.9%,2.75,16,4,-,2.2,4,0,4,1,5,0.00,13.50,1.88
1131,Colin Poche,30,"6' 3""",225,AAA,TB,3.4,3.4,-,-,3.66,12,3,-,2.2,3,0,2,1,1,1.33,6.75,1.50
1132,Jorge López,31,"6' 3""",200,AAA,CHC,3.4,3.4,-,-,3.66,12,3,-,2.2,3,0,0,1,1,0.17,0.00,1.50
1133,Rob Brantly,35,"6' 1""",190,AAA,TB,6.8,3.4,-,-,16.84,13,3,-,2.2,3,2,3,2,1,0.00,10.13,1.88
1134,Ty Adcock,27,"6' 0""",213,AAA,SEA,11.6,7.7,39%,13.4%,5.58,12,3,-,2.1,2,0,2,3,2,1.50,7.71,2.14
1135,Alex Speas,26,"6' 3""",205,AAA,CWS,7.7,7.7,30%,15.4%,10.34,11,2,-,2.1,2,1,4,2,2,1.50,15.43,1.71
1136,Austin Brice,32,"6' 4""",238,AAA,PHI,11.6,7.7,17%,2.3%,5.58,11,2,-,2.1,3,0,2,3,2,2.00,7.71,2.57
1137,Jose Ramirez,23,"6' 0""",142,AAA,CWS,11.6,7.7,50%,1.6%,14.63,13,1,1,2.1,3,1,4,3,2,0.50,15.43,2.57
1138,Jimmy Robbins,26,"6' 3""",190,AAA,TOR,7.7,11.6,-,-,9.39,10,2,-,2.1,2,1,2,2,3,2.00,7.71,1.71
1139,Damian Mendoza,23,"6' 1""",175,AAA,TEX,7.7,3.9,25%,5.3%,5.11,11,1,-,2.1,3,0,0,2,1,1.50,0.00,2.14
1140,Cionel Pérez,28,"6' 0""",175,AAA,BAL,3.9,3.9,38%,17.6%,3.68,10,2,-,2.1,3,0,1,1,1,1.50,3.86,1.71
1141,Troy Miller,27,"6' 4""",210,AAA,NYM,15.4,11.6,27%,9.7%,24.63,18,1,1,2.1,7,3,7,4,3,3.00,27.00,4.71
1142,Shelby Miller,33,"6' 3""",225,AAA,DET,3.9,11.6,-,-,1.77,10,2,1,2.1,2,0,0,1,3,0.33,0.00,1.29
1143,Nick Maton,27,"6' 1""",178,AAA,BAL,7.7,0.0,-,-,7.49,13,3,-,2.1,3,0,2,2,0,2.50,7.71,2.14
1144,Nick Anderson,34,"6' 4""",205,AAA,LAD,7.7,19.3,100%,10.0%,1.30,11,2,-,2.1,1,0,0,2,5,0.50,0.00,1.29
1145,Orion Kerkering,23,"6' 2""",204,AAA,PHI,0.0,13.5,40%,23.1%,1.70,9,2,-,2.0,2,0,0,0,3,2.00,0.00,1.00
1146,Colin Selby,26,"6' 2""",220,AAA,PIT,13.5,9.0,100%,8.8%,5.70,10,2,-,2.0,1,0,0,3,2,0.00,0.00,2.00
1147,Nick Ramirez,35,"6' 4""",232,AAA,NYY,0.0,9.0,77%,19.4%,1.20,8,1,-,2.0,3,0,1,0,2,0.50,4.50,1.50
1148,Hunter Strickland,35,"6' 3""",225,AAA,LAA,4.5,9.0,38%,13.6%,2.70,11,2,-,2.0,4,0,3,1,2,1.00,13.50,2.50
1149,Emailin Montilla,28,"6' 3""",255,AAA,AZ,9.0,4.5,-,-,6.70,11,2,-,2.0,2,0,4,2,1,1.50,18.00,2.00
1150,Manuel Veloz,23,"6' 2""",185,AAA,CWS,13.5,13.5,50%,10.3%,4.70,14,1,-,2.0,6,0,3,3,3,1.00,13.50,4.50
1151,Jeffrey Colon,24,"6' 1""",170,AAA,NYM,27.0,9.0,40%,5.7%,11.70,17,2,-,2.0,4,0,5,6,2,0.33,22.50,5.00
1152,Aaron Hernandez,27,"6' 1""",170,AAA,LAA,13.5,9.0,50%,9.3%,5.70,11,2,-,2.0,2,0,2,3,2,0.33,9.00,2.50
1153,Kohl Franklin,24,"6' 4""",195,AAA,CHC,0.0,4.5,57%,12.8%,2.20,8,1,1,2.0,2,0,0,0,1,0.67,0.00,1.00
1154,Trevor Megill,30,"6' 8""",255,AAA,MIL,9.0,13.5,50%,17.5%,3.20,9,2,-,2.0,1,0,0,2,3,2.00,0.00,1.50
1155,Dylan Spain,26,"6' 6""",205,AAA,COL,4.5,4.5,25%,0.0%,10.20,10,1,-,2.0,3,1,4,1,1,4.00,18.00,2.00
1156,Carlos Pérez,33,"5' 11""",210,AAA,OAK,4.5,4.5,50%,4.0%,10.20,10,2,-,2.0,3,1,1,1,1,4.00,4.50,2.00
1157,Tanner Myatt,26,"6' 7""",245,AAA,NYY,4.5,0.0,25%,0.0%,4.70,10,1,-,2.0,4,0,3,1,0,1.50,13.50,2.50
1158,Nick Kahle,26,"5' 9""",210,AAA,MIL,0.0,0.0,50%,0.0%,3.20,6,2,-,2.0,0,0,0,0,0,1.00,0.00,0.00
1159,Jhoan Duran,26,"6' 5""",230,AAA,MIN,0.0,22.5,60%,23.8%,0.00,10,2,-,2.0,4,0,2,0,5,0.00,9.00,2.00
1160,Pete Fairbanks,30,"6' 6""",225,AAA,TB,0.0,9.0,40%,19.2%,1.20,7,2,-,2.0,2,0,0,0,2,2.00,0.00,1.00
1161,Jose Rojas,31,"5' 10""",200,AAA,NYY,9.0,0.0,20%,0.0%,12.70,12,2,-,2.0,4,1,3,2,0,0.00,13.50,3.00
1162,Andre Scrubb,29,"6' 4""",270,AAA,NYM,13.5,0.0,60%,5.6%,7.70,8,1,-,2.0,2,0,2,3,0,0.50,9.00,2.50
1163,Sandy León,35,"5' 9""",235,AAA,ATL,0.0,0.0,67%,18.2%,9.70,8,2,-,2.0,1,1,1,0,0,0.75,4.50,0.50
1164,A.J. Minter,30,"6' 0""",215,AAA,ATL,9.0,0.0,-,-,6.20,7,2,-,2.0,0,0,1,2,0,0.25,4.50,1.00
1165,Carlos Pérez,27,"5' 10""",210,AAA,CWS,4.5,0.0,-,-,4.70,8,1,-,2.0,1,0,0,1,0,1.00,0.00,1.00
1166,Anthony Prato,26,"5' 9""",186,AAA,MIN,0.0,4.5,-,-,2.20,12,1,-,2.0,5,0,0,0,1,5.00,0.00,2.50
1167,Burch Smith,34,"6' 4""",225,AAA,BAL,0.0,9.0,-,-,1.20,7,2,-,2.0,1,0,0,0,2,0.33,0.00,0.50
1168,Jarrett Gonzales,26,"5' 9""",185,AAA,WSH,9.0,0.0,-,-,6.20,10,1,-,2.0,2,0,1,2,0,1.00,4.50,2.00
1169,John Murphy,27,"6' 4""",245,AAA,CIN,9.0,4.5,-,-,11.70,9,2,-,2.0,2,1,2,2,1,3.00,9.00,2.00
1170,José Cruz,24,"6' 1""",178,AAA,SF,13.5,18.0,-,-,3.70,9,2,-,2.0,0,0,0,3,4,1.00,0.00,1.50
1171,Eric Torres,24,"6' 0""",195,AAA,LAA,18.0,13.5,-,-,7.70,13,2,-,2.0,2,0,5,4,3,2.00,22.50,3.00
1172,Alfredo Zarraga,23,"5' 11""",158,AAA,TB,9.0,13.5,-,-,3.20,9,2,-,2.0,1,0,0,2,3,0.00,0.00,1.50
1173,Player,Age,Ht.,Wt.,Lvl.,Org,BB/9,K/9,GB%,SwSt%,FIP,BF,G,GS,IP,H,HR,ER,BB,K,GO/AO,ERA,WHIP
1174,Brennan Bernardino,32,"6' 4""",180,AAA,BOS,5.4,10.8,50%,5.1%,15.70,10,2,-,1.2,3,1,3,1,2,0.00,16.20,2.40
1175,Brendan White,25,"5' 11""",185,AAA,DET,32.4,5.4,40%,10.2%,19.03,13,3,-,1.2,1,0,4,6,1,3.00,21.60,4.20
1176,Bernie Martinez,27,"6' 0""",195,AAA,SEA,10.8,10.8,0%,13.3%,4.87,6,1,-,1.2,0,0,0,2,2,0.00,0.00,1.20
1177,Cody Scroggins,28,"6' 0""",195,AAA,BOS,16.2,10.8,33%,4.9%,20.70,15,2,-,1.2,6,1,7,3,2,0.50,37.80,5.40
1178,Diego Barrera,24,"6' 0""",165,AAA,OAK,5.4,5.4,43%,5.0%,4.03,9,1,1,1.2,3,0,3,1,1,1.00,16.20,2.40
1179,Cooper Hummel,29,"5' 9""",198,AAA,HOU,16.2,0.0,23%,0.0%,32.37,16,2,-,1.2,8,2,9,3,0,4.00,48.60,6.60
1180,Trent Sellers,24,"6' 1""",200,AAA,NYY,16.2,10.8,75%,2.2%,7.37,9,1,-,1.2,1,0,2,3,2,0.50,10.80,2.40
1181,Ben Shields,25,"6' 4""",210,AAA,NYY,10.8,5.4,46%,11.8%,22.37,17,1,1,1.2,8,1,7,2,1,1.00,37.80,6.00
1182,Luis F. Ortiz,28,"6' 3""",230,AAA,PHI,5.4,0.0,-,-,19.03,8,1,-,1.2,1,1,2,1,0,1.50,10.80,1.20
1183,Cam Schlittler,23,"6' 6""",210,AAA,NYY,21.6,16.2,-,-,15.70,13,1,1,1.2,1,0,4,4,3,1.00,21.60,3.00
1184,Yimi García,34,"6' 1""",230,AAA,TOR,5.4,10.8,-,-,2.37,7,2,-,1.2,2,0,2,1,2,1.00,10.80,1.80
1185,Joe Kelly,36,"6' 1""",174,AAA,LAD,27.0,10.8,-,-,12.37,10,3,-,1.2,1,0,4,5,2,1.00,21.60,3.60
1186,Ivan Oviedo,21,"6' 2""",175,AAA,TEX,21.6,10.8,-,-,9.87,9,1,-,1.2,1,0,0,4,2,1.00,0.00,3.00
1187,Max Roberts,27,"6' 6""",190,AAA,CWS,10.8,10.8,-,-,4.87,8,1,-,1.2,1,0,0,2,2,2.00,0.00,1.80
1188,Michael Darrell-Hicks,26,"6' 5""",220,AAA,LAA,10.8,21.6,50%,10.5%,1.53,8,2,-,1.2,1,0,1,2,4,0.00,5.40,1.80
1189,Anderson Pilar,26,"6' 2""",210,AAA,MIA,5.4,16.2,67%,13.2%,14.03,8,1,-,1.2,1,1,1,1,3,0.00,5.40,1.20
1190,Dennis Santana,28,"6' 2""",190,AAA,NYY,20.3,13.5,60%,20.4%,7.75,10,2,-,1.1,3,0,1,3,2,1.00,6.75,4.50
