,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,2024,2024.1,2024.2,2024.3,2024.4,2024.5,2024.6,2024.7,2024.8,2024.9,2024.10,2024.11,2024.12,2024.13,2024.14,2024.15,2024.16
330,Tony Santillan,27,"6' 3""",285,AAA,CIN,5.4,12.3,43%,14.0%,3.57,174,38,-,38.2,32,3,15,23,53,1.70,3.49,1.42
331,Duane Underwood Jr.,30,"6' 2""",225,AAA,NYY,5.6,9.3,43%,13.0%,5.27,171,32,2,38.2,32,6,14,24,40,1.00,3.26,1.45
332,Tyler Woessner,24,"6' 4""",230,AAA,MIL,7.9,6.8,36%,7.4%,7.65,194,15,5,38.2,44,9,31,34,29,1.27,7.22,2.02
333,Tanner Gordon,26,"6' 5""",215,AAA,COL,2.3,8.2,43%,14.9%,5.29,166,8,8,38.2,46,9,21,10,35,1.31,4.89,1.45
334,Trey Wingenter,30,"6' 7""",237,AAA,BOS,4.4,13.7,-,-,3.28,171,30,-,38.2,35,4,13,19,59,0.86,3.03,1.40
335,Joe Boyle,25,"6' 7""",240,AAA,OAK,8.0,14.6,67%,0.0%,3.80,167,12,11,38.1,21,3,24,34,62,1.00,5.63,1.43
336,Austin Kitchen,27,"6' 0""",200,AAA,MIA,2.6,5.4,-,-,3.54,156,27,-,38.1,34,2,15,11,23,0.83,3.52,1.17
337,Kolton Ingram,27,"5' 9""",170,AAA,SF,5.9,8.2,-,-,5.20,164,33,-,38.1,30,5,15,25,35,0.67,3.52,1.43
338,Cole Sulser,34,"6' 1""",190,AAA,TB,3.8,9.9,-,-,3.70,148,29,1,38.1,20,4,6,16,42,0.64,1.41,0.94
339,Michael Flynn,28,"6' 4""",185,AAA,TB,3.8,12.7,32%,13.0%,4.33,165,30,-,38.1,31,7,22,16,54,1.61,5.17,1.23
340,Chase Plymell,26,"6' 4""",205,AAA,CWS,4.0,5.9,27%,9.3%,4.67,159,23,-,38.0,30,4,13,17,25,2.07,3.08,1.24
341,Alex Mauricio,27,"6' 0""",180,AAA,NYY,5.0,10.0,40%,13.7%,3.33,158,28,-,38.0,26,2,8,21,42,1.72,1.89,1.24
342,Johnny Cueto,38,"5' 11""",229,AAA,TEX,1.9,7.1,56%,7.6%,4.12,160,8,8,38.0,39,5,25,8,30,0.93,5.92,1.24
343,Will Klein,24,"6' 5""",230,AAA,KC,6.5,9.1,44%,12.0%,4.73,166,34,-,37.2,25,4,15,27,38,1.21,3.58,1.38
344,Jonathan Cannon,24,"6' 6""",225,AAA,CWS,4.3,8.4,43%,9.1%,4.22,168,8,8,37.2,39,3,23,18,35,0.97,5.50,1.51
345,James Meeker,29,"6' 4""",222,AAA,MIL,4.5,7.9,49%,12.3%,4.95,160,28,-,37.2,28,5,16,19,33,0.93,3.82,1.25
346,Nick Vespi,28,"6' 3""",235,AAA,BAL,7.2,11.1,42%,16.7%,4.01,189,24,-,37.1,49,2,32,30,46,1.14,7.71,2.12
347,Dinelson Lamet,32,"6' 3""",228,AAA,LAD,5.5,9.6,44%,13.3%,4.98,178,9,8,37.1,42,5,20,23,40,0.92,4.82,1.74
348,Dugan Darnell,27,"6' 2""",205,AAA,COL,4.6,10.9,48%,12.1%,3.44,170,36,1,37.1,41,3,20,19,45,0.94,4.82,1.61
349,DL Hall,25,"6' 2""",203,AAA,MIL,5.3,7.7,0%,12.5%,4.63,164,13,13,37.1,31,3,11,22,32,1.27,2.65,1.42
350,Gus Varland,27,"6' 1""",213,AAA,CWS,3.1,9.9,-,-,4.39,170,32,1,37.1,45,6,31,13,41,1.06,7.47,1.55
351,Emmanuel Ramirez,30,"6' 2""",190,AAA,MIA,3.2,11.0,31%,16.8%,3.23,147,23,-,37.0,25,4,11,13,45,1.13,2.68,1.03
352,Michel Otañez,27,"6' 4""",218,AAA,OAK,6.1,13.4,51%,12.5%,3.52,171,29,-,37.0,30,2,22,25,55,0.74,5.35,1.49
353,Peter Strzelecki,29,"6' 2""",216,AAA,CLE,2.2,11.0,44%,16.7%,3.15,157,34,-,37.0,37,4,18,9,45,1.33,4.38,1.24
354,Eduardo Salazar,26,"6' 2""",177,AAA,SEA,3.7,5.4,-,-,4.61,168,11,7,37.0,50,3,23,15,22,0.54,5.59,1.76
355,Carson Ragsdale,26,"6' 8""",225,AAA,SF,5.1,10.2,-,-,5.88,164,8,8,37.0,39,9,25,21,42,1.77,6.08,1.62
356,Slade Cecconi,25,"6' 4""",219,AAA,AZ,2.5,10.6,41%,10.9%,3.45,146,11,5,36.2,33,5,14,10,43,1.07,3.44,1.17
357,Player,Age,Ht.,Wt.,Lvl.,Org,BB/9,K/9,GB%,SwSt%,FIP,BF,G,GS,IP,H,HR,ER,BB,K,GO/AO,ERA,WHIP
358,George Soriano,25,"6' 2""",210,AAA,MIA,3.9,10.1,41%,14.4%,5.22,150,23,-,36.2,28,8,19,16,41,0.73,4.66,1.20
359,Andrew Magno,26,"5' 11""",190,AAA,DET,5.4,9.6,36%,9.9%,4.11,173,27,-,36.2,45,3,24,22,39,1.00,5.89,1.83
360,Cody Stashak,30,"6' 2""",180,AAA,SF,3.0,10.9,29%,13.6%,4.64,162,27,-,36.1,45,8,22,12,44,2.05,5.45,1.57
361,Michael Flynn,28,"6' 4""",185,AAA,LAD,3.7,12.4,32%,13.3%,4.53,156,28,-,36.1,29,7,20,15,50,1.52,4.95,1.21
362,Parker Mushinski,28,"6' 0""",225,AAA,HOU,4.2,10.9,69%,14.4%,3.67,156,35,-,36.1,28,3,14,17,44,0.72,3.47,1.24
363,José Suarez,26,"5' 10""",225,AAA,LAA,2.7,10.7,-,-,4.78,171,8,8,36.1,46,8,29,11,43,1.38,7.18,1.57
364,Dylan Coleman,27,"6' 5""",235,AAA,HOU,10.5,10.5,39%,11.3%,5.51,176,36,-,36.0,28,2,26,42,42,1.11,6.50,1.94
365,Robert Gsellman,31,"6' 4""",237,AAA,WSH,4.8,8.5,46%,12.8%,4.51,169,17,4,36.0,45,4,35,19,34,0.82,8.75,1.78
366,Daniel Camarena,31,"6' 0""",210,AAA,SD,6.3,7.3,38%,12.3%,8.53,182,14,7,36.0,51,13,39,25,29,0.88,9.75,2.11
367,Cody Morris,27,"6' 4""",205,AAA,NYY,6.5,10.5,39%,11.6%,4.28,163,24,2,36.0,27,3,17,26,42,1.20,4.25,1.47
368,Elvis Alvarado,25,"6' 4""",183,AAA,MIA,7.0,12.3,38%,12.5%,3.51,161,29,-,36.0,26,1,14,28,49,1.08,3.50,1.50
369,Adam Mazur,23,"6' 2""",180,AAA,MIA,2.0,8.3,-,-,4.56,160,8,8,36.0,47,7,30,8,33,0.89,7.50,1.53
370,Jorge Benitez,25,"6' 2""",155,AAA,BOS,8.8,10.9,38%,11.9%,5.93,179,26,-,35.2,37,5,32,35,43,0.84,8.07,2.02
371,Daysbel Hernández,27,"5' 10""",220,AAA,ATL,5.1,10.9,41%,13.9%,3.46,159,28,-,35.2,35,2,12,20,43,0.93,3.03,1.54
372,Nolan Watson,27,"6' 2""",195,AAA,SD,3.3,9.6,33%,7.4%,6.30,160,8,8,35.2,40,11,27,13,38,1.13,6.81,1.49
373,Francisco Pérez,27,"6' 2""",227,AAA,OAK,5.1,12.4,44%,15.8%,5.44,171,34,-,35.2,47,9,31,20,49,0.72,7.82,1.88
374,Nick Fraze,26,"6' 3""",180,AAA,TOR,3.5,8.8,38%,4.6%,4.59,157,17,4,35.2,33,5,15,14,35,1.15,3.79,1.32
375,Tyler Alexander,30,"6' 2""",203,AAA,TB,1.5,8.3,-,-,3.68,151,7,5,35.2,39,5,18,6,33,1.35,4.54,1.26
376,Justin Bruihl,27,"6' 2""",215,AAA,PIT,4.5,9.1,-,-,3.83,161,30,-,35.2,30,1,12,18,36,0.84,3.03,1.35
377,Jordan Balazovic,25,"6' 5""",215,AAA,MIN,3.8,12.5,53%,13.7%,2.89,163,24,1,35.1,38,3,22,15,49,0.46,5.60,1.50
378,Trevor Brigden,28,"6' 3""",210,AAA,TB,3.8,11.5,25%,11.2%,4.97,159,32,-,35.1,43,8,30,15,45,2.93,7.64,1.64
379,Nick Bennett,26,"6' 4""",210,AAA,MIL,3.6,5.9,38%,10.6%,5.02,160,16,4,35.1,38,5,20,14,23,1.15,5.09,1.47
380,Gerardo Reyes,31,"5' 11""",195,AAA,OAK,5.4,12.7,14%,11.5%,5.19,147,34,-,35.1,20,8,19,21,50,2.24,4.84,1.16
381,Janson Junk,28,"6' 2""",197,AAA,MIL,3.8,8.9,43%,8.1%,3.86,148,18,3,35.1,30,3,10,15,35,0.81,2.55,1.27
382,Tylor Megill,29,"6' 7""",230,AAA,NYM,3.8,12.2,63%,14.0%,2.86,146,7,7,35.1,31,3,14,15,48,0.73,3.57,1.30
383,Logan Gillaspie,27,"6' 2""",215,AAA,SD,3.6,8.0,45%,13.0%,4.11,150,34,-,35.0,32,4,14,14,31,1.09,3.60,1.31
384,Erik Sabrowski,26,"6' 4""",230,AAA,CLE,7.7,12.6,22%,13.0%,3.80,160,26,-,35.0,29,2,16,30,49,1.55,4.11,1.69
385,Josh Winder,27,"6' 5""",210,AAA,MIN,3.1,10.3,48%,15.1%,3.97,163,23,-,35.0,46,5,24,12,40,0.72,6.17,1.66
386,Stephen Gonsalves,30,"6' 5""",218,AAA,COL,10.8,11.8,-,-,5.91,177,32,-,35.0,32,4,26,42,46,2.18,6.69,2.11
387,Harold Chirino,26,"6' 2""",173,AAA,MIL,7.8,8.3,47%,13.0%,5.66,173,30,-,34.2,44,4,18,30,32,1.10,4.67,2.13
388,Trey McGough,26,"6' 3""",195,AAA,BAL,3.9,8.1,25%,13.8%,3.46,140,16,-,34.2,23,2,8,15,31,1.22,2.08,1.10
389,Valente Bellozo,24,"5' 10""",208,AAA,MIA,4.4,8.6,31%,9.1%,5.60,156,8,7,34.2,33,7,18,17,33,1.29,4.67,1.44
390,Juan Sanchez,23,"5' 9""",165,AAA,SF,7.3,9.2,48%,14.3%,4.55,149,23,-,34.1,17,2,15,28,35,0.91,3.93,1.31
391,Edwin Uceta,26,"6' 0""",155,AAA,TB,4.2,12.3,29%,15.4%,5.08,158,22,-,34.1,38,8,22,16,47,1.50,5.77,1.57
392,Parker Dunshee,29,"6' 0""",215,AAA,ATL,3.7,10.5,36%,13.0%,2.26,141,17,-,34.1,25,0,9,14,40,1.31,2.36,1.14
393,Matt Carasiti,33,"6' 2""",205,AAA,ATL,6.8,11.8,-,-,4.08,158,31,-,34.1,30,3,19,26,45,0.75,4.98,1.63
394,Chasen Shreve,34,"6' 4""",180,AAA,COL,3.2,9.2,-,-,4.58,131,31,-,34.1,17,6,10,12,35,1.28,2.62,0.84
395,Andrew Bellatti,33,"6' 1""",190,AAA,PHI,7.9,8.7,24%,10.5%,5.97,165,36,-,34.0,27,4,21,30,33,1.52,5.56,1.68
396,Cam Alldred,28,"6' 3""",205,AAA,PIT,4.8,9.0,46%,12.4%,4.02,156,9,9,34.0,39,3,26,18,34,0.78,6.88,1.68
397,Bryan King,27,"6' 1""",205,AAA,HOU,3.7,11.0,53%,12.4%,2.57,137,31,-,33.2,24,1,7,14,41,0.65,1.87,1.13
398,Eduardo Salazar,26,"6' 2""",177,AAA,LAD,3.2,5.6,59%,8.2%,4.56,153,7,7,33.2,47,3,21,12,21,0.50,5.61,1.75
399,Quinn Priester,23,"6' 3""",210,AAA,PIT,1.9,9.6,53%,15.9%,2.54,135,7,7,33.2,29,2,12,7,36,0.48,3.21,1.07
400,Amir Garrett,32,"6' 5""",239,AAA,LAA,4.3,11.5,28%,15.2%,4.28,151,26,2,33.2,34,5,19,16,43,1.20,5.08,1.49
401,Bryce Tassin,27,"6' 2""",209,AAA,DET,4.5,9.4,49%,13.8%,6.12,148,21,3,33.2,30,8,14,17,35,0.72,3.74,1.40
402,Corbin Martin,28,"6' 2""",225,AAA,BAL,7.8,8.6,88%,14.1%,5.25,172,29,-,33.2,46,3,23,29,32,0.91,6.15,2.23
403,Matt Bowman,33,"6' 0""",185,AAA,BAL,2.4,11.0,-,-,3.11,131,27,-,33.2,24,4,7,9,41,0.78,1.87,0.98
404,Austin Davis,31,"6' 4""",235,AAA,SD,4.6,12.4,45%,12.0%,2.42,140,33,-,33.1,21,0,11,17,46,0.89,2.97,1.14
405,Cody Poteet,30,"6' 1""",190,AAA,NYY,3.0,10.3,44%,9.7%,3.47,135,7,7,33.1,26,4,15,11,38,0.82,4.05,1.11
406,Tommy Nance,33,"6' 6""",235,AAA,SD,2.2,9.5,55%,7.5%,3.65,150,26,-,33.1,43,4,15,8,35,0.79,4.05,1.53
407,Nick Dombkowski,26,"6' 2""",210,AAA,PIT,6.8,8.6,46%,1.8%,5.10,156,14,5,33.1,36,4,16,25,32,1.25,4.32,1.83
408,Player,Age,Ht.,Wt.,Lvl.,Org,BB/9,K/9,GB%,SwSt%,FIP,BF,G,GS,IP,H,HR,ER,BB,K,GO/AO,ERA,WHIP
409,Deivi García,25,"5' 9""",190,AAA,CWS,6.2,10.5,36%,13.7%,4.95,150,33,-,33.1,31,4,27,23,39,1.36,7.29,1.62
410,Joey Cantillo,24,"6' 4""",225,AAA,CLE,5.7,12.2,-,-,3.65,147,9,8,33.1,28,3,11,21,45,1.00,2.97,1.47
411,Miguel Díaz,29,"6' 0""",224,AAA,DET,3.0,9.5,-,-,2.17,145,27,1,33.1,33,0,19,11,35,1.03,5.13,1.32
412,Chasen Shreve,34,"6' 4""",180,AAA,NYY,3.2,9.5,-,-,3.44,125,30,-,33.1,14,3,7,12,35,1.17,1.89,0.78
413,Ken Giles,33,"6' 3""",197,AAA,ATL,4.1,12.8,45%,17.5%,4.66,141,35,-,33.0,26,7,21,15,47,0.89,5.73,1.24
414,Taylor Lehman,28,"6' 8""",240,AAA,PHI,7.9,10.1,50%,11.9%,6.14,151,38,-,33.0,30,6,21,29,37,0.61,5.73,1.79
415,Ben Heller,33,"6' 3""",210,AAA,PIT,3.6,15.0,29%,20.2%,3.69,135,30,-,33.0,20,6,13,13,55,1.10,3.55,1.00
416,Joel Kuhnel,29,"6' 5""",290,AAA,TB,3.0,6.0,-,-,2.96,139,28,-,33.0,34,0,10,11,22,0.54,2.73,1.36
417,Chris Roycroft,27,"6' 8""",230,AAA,STL,3.9,9.1,66%,6.1%,3.26,145,27,-,32.2,31,2,9,14,33,0.61,2.48,1.38
418,Gus Varland,27,"6' 1""",213,AAA,LAD,3.6,9.9,36%,14.5%,4.47,151,28,1,32.2,40,5,29,13,36,1.03,7.99,1.62
419,Trey Wingenter,30,"6' 7""",237,AAA,DET,4.7,13.2,39%,15.6%,3.70,146,26,-,32.2,31,4,12,17,48,0.68,3.31,1.47
420,Wily Peralta,35,"6' 1""",261,AAA,PIT,3.9,8.0,41%,9.8%,5.53,145,17,4,32.2,35,7,27,14,29,1.03,7.44,1.50
421,Kenyon Yovan,26,"6' 2""",221,AAA,LAA,4.1,6.9,44%,14.0%,4.44,148,25,-,32.2,39,3,19,15,25,1.16,5.23,1.65
422,Julio Teheran,33,"6' 2""",205,AAA,CHC,3.0,10.2,32%,10.5%,5.53,160,8,8,32.2,48,8,32,11,37,1.31,8.82,1.81
423,Jeff Brigham,32,"6' 0""",195,AAA,MIN,5.9,12.3,20%,20.6%,4.95,139,26,-,32.1,29,6,16,21,44,3.00,4.45,1.55
424,Walker Buehler,30,"6' 2""",185,AAA,LAD,4.5,9.7,40%,12.6%,4.14,149,8,8,32.1,39,4,18,16,35,1.36,5.01,1.70
425,Yilber Diaz,24,"6' 0""",190,AAA,AZ,3.3,10.6,-,-,3.26,133,6,6,32.1,26,3,12,12,38,1.67,3.34,1.18
426,Ryan Zeferjahn,26,"6' 5""",209,AAA,LAA,5.0,10.9,-,-,4.63,143,23,1,32.1,25,4,17,18,39,1.39,4.73,1.33
427,Luis Contreras,28,"6' 1""",175,AAA,HOU,3.7,9.6,48%,8.8%,3.61,123,33,-,32.0,15,3,6,13,34,1.22,1.69,0.88
428,Mason Hickman,25,"6' 6""",225,AAA,CLE,5.9,12.1,31%,13.4%,7.14,151,25,-,32.0,32,11,24,21,43,1.79,6.75,1.66
429,Clayton Beeter,25,"6' 2""",220,AAA,NYY,5.9,12.4,46%,15.1%,2.83,134,7,7,32.0,17,1,9,21,44,0.86,2.53,1.19
430,Devin Smeltzer,28,"6' 3""",195,AAA,MIA,3.7,9.1,30%,10.9%,5.48,140,24,-,31.2,28,6,13,13,32,1.77,3.69,1.29
431,Daniel Robert,29,"6' 4""",210,AAA,TEX,2.3,11.7,33%,13.1%,2.27,119,26,-,31.2,14,2,8,8,41,0.90,2.27,0.69
432,Chris Rodriguez,26,"6' 2""",185,AAA,AZ,8.0,8.0,38%,8.9%,6.28,152,22,1,31.2,36,5,22,28,28,0.84,6.25,2.02
433,Jack Dreyer,25,"6' 2""",205,AAA,LAD,1.4,11.1,25%,14.3%,2.43,125,27,-,31.2,26,3,8,5,39,1.62,2.27,0.98
434,Triston McKenzie,27,"6' 5""",165,AAA,CLE,6.5,10.8,-,-,5.48,141,7,7,31.2,31,6,20,23,38,1.72,5.68,1.71
435,Logan Allen,25,"6' 0""",190,AAA,CLE,3.7,7.1,-,-,5.86,129,6,6,31.2,26,7,16,13,25,0.73,4.55,1.23
436,Dan Altavilla,31,"5' 11""",220,AAA,KC,4.9,9.2,42%,11.9%,4.45,127,29,-,31.1,23,4,13,17,32,0.83,3.73,1.28
437,Joe Jacques,29,"6' 4""",210,AAA,AZ,5.2,8.0,72%,1.9%,3.43,147,28,-,31.1,33,0,19,18,28,0.76,5.46,1.63
438,Kade Strowd,26,"6' 2""",200,AAA,BAL,7.5,12.9,56%,18.4%,5.52,154,29,-,31.1,37,6,28,26,45,0.52,8.04,2.01
439,Josh Winckowski,26,"6' 4""",215,AAA,BOS,1.7,8.3,43%,12.4%,2.43,138,7,6,31.1,33,1,10,6,29,0.77,2.87,1.24
440,Matt Festa,31,"6' 1""",195,AAA,NYM,2.9,10.1,46%,15.0%,2.53,133,27,-,31.1,29,1,11,10,35,1.19,3.16,1.24
441,John McMillon,26,"6' 3""",230,AAA,MIA,7.8,10.6,-,-,6.45,151,29,-,31.1,31,7,22,27,37,0.83,6.32,1.85
442,Ron Marinaccio,29,"6' 2""",205,AAA,NYY,3.5,8.4,54%,10.9%,3.62,125,27,-,31.0,19,2,6,12,29,0.82,1.74,1.00
443,Adam Kolarek,35,"6' 3""",215,AAA,LAA,5.2,9.6,60%,9.1%,4.59,150,31,-,31.0,43,4,24,18,33,0.67,6.97,1.97
444,John Doxakis,26,"6' 4""",215,AAA,CLE,8.4,8.7,46%,8.4%,6.33,155,20,-,31.0,33,4,25,29,30,0.60,7.26,2.00
445,Bailey Horn,26,"6' 2""",210,AAA,BOS,5.8,11.0,46%,14.6%,4.78,136,24,1,31.0,26,5,17,20,38,1.00,4.94,1.48
446,Carlos Tavera,25,"6' 1""",195,AAA,BAL,7.8,8.1,-,-,7.88,163,10,3,31.0,46,9,32,27,28,1.18,9.29,2.35
447,James Kaprielian,30,"6' 3""",225,AAA,TOR,6.1,7.0,-,-,7.56,155,8,8,31.0,41,9,23,21,24,1.19,6.68,2.00
448,Brandon Birdsell,24,"6' 2""",240,AAA,CHC,2.9,9.6,-,-,3.30,137,6,6,31.0,42,3,17,10,33,0.73,4.94,1.68
449,Colin Selby,26,"6' 2""",220,AAA,BAL,4.7,11.3,-,-,4.10,138,29,-,31.0,27,4,19,16,39,0.69,5.52,1.39
450,Ricky Vanasco,25,"6' 3""",180,AAA,DET,7.6,10.2,-,-,4.39,142,30,-,31.0,23,2,10,26,35,1.28,2.90,1.58
451,Brett de Geus,26,"6' 2""",190,AAA,MIA,3.5,6.7,-,-,4.23,144,33,-,31.0,41,3,22,12,23,0.52,6.39,1.71
452,Matt Bowman,33,"6' 0""",185,AAA,MIN,2.4,10.3,31%,11.2%,3.40,121,25,-,30.2,24,4,7,8,35,0.80,2.05,1.04
453,Tyler Duffey,33,"6' 3""",220,AAA,KC,3.2,10.0,55%,14.7%,2.90,127,23,-,30.2,24,2,8,11,34,0.93,2.35,1.14
454,Jonathan Heasley,27,"6' 3""",225,AAA,BAL,2.4,7.9,43%,10.7%,3.60,124,10,3,30.2,29,3,9,8,27,1.11,2.64,1.21
455,Jonah Dipoto,27,"6' 1""",225,AAA,PHI,5.0,7.6,-,-,6.25,142,24,2,30.2,28,6,16,17,26,1.10,4.70,1.47
456,Justus Sheffield,28,"5' 10""",224,AAA,CIN,5.0,7.3,-,-,5.05,146,9,8,30.2,38,4,25,17,25,0.81,7.34,1.79
457,John McMillon,26,"6' 3""",230,AAA,KC,7.7,10.4,40%,13.9%,6.59,147,28,-,30.1,31,7,22,26,35,0.86,6.53,1.88
458,Cole Sulser,34,"6' 1""",190,AAA,NYM,4.8,10.1,53%,12.6%,4.36,121,24,1,30.1,16,4,5,16,34,0.54,1.48,1.05
459,Player,Age,Ht.,Wt.,Lvl.,Org,BB/9,K/9,GB%,SwSt%,FIP,BF,G,GS,IP,H,HR,ER,BB,K,GO/AO,ERA,WHIP
460,Angel Macuare,24,"6' 2""",250,AAA,MIA,4.8,8.9,-,-,5.06,140,17,2,30.1,37,5,23,16,30,1.67,6.82,1.75
461,Matt Gage,31,"6' 3""",265,AAA,NYM,4.8,11.9,-,-,3.43,136,30,-,30.1,29,3,17,16,40,0.96,5.04,1.48
462,Michael Petersen,30,"6' 7""",195,AAA,LAD,2.4,11.7,41%,10.1%,1.83,114,32,-,30.0,15,1,6,8,39,2.25,1.80,0.77
463,Brett de Geus,26,"6' 2""",190,AAA,SEA,3.3,6.3,60%,7.0%,4.30,140,32,-,30.0,41,3,22,11,21,0.53,6.60,1.73
464,Yacksel Ríos,31,"6' 3""",215,AAA,NYM,6.6,9.0,40%,12.4%,4.57,135,27,-,30.0,25,2,11,22,30,1.29,3.30,1.57
465,Connor Cooke,24,"6' 1""",203,AAA,TOR,7.8,9.0,30%,11.0%,5.10,141,31,-,30.0,25,3,16,26,30,1.50,4.80,1.70
466,Justin Jarvis,24,"6' 2""",183,AAA,NYM,4.8,7.2,31%,7.2%,6.10,150,11,4,30.0,41,6,22,16,24,1.44,6.60,1.90
467,Max Lazar,25,"6' 1""",200,AAA,PHI,2.7,10.5,64%,11.2%,2.40,123,26,-,30.0,22,1,8,9,35,0.77,2.40,1.03
468,Jeffrey Springs,31,"6' 3""",218,AAA,TB,1.2,9.3,-,-,2.93,126,9,9,30.0,33,3,15,4,31,1.43,4.50,1.23
469,Rob Zastryzny,32,"6' 3""",205,AAA,MIL,3.3,11.8,42%,15.4%,3.00,120,30,-,29.2,20,3,10,11,39,1.17,3.03,1.04
470,Tommy Doyle,28,"6' 6""",244,AAA,ATL,4.6,10.0,32%,13.5%,4.36,127,24,-,29.2,23,4,12,15,33,1.20,3.64,1.28
471,Josh Walker,29,"6' 6""",225,AAA,PIT,6.7,12.1,-,-,3.82,132,26,-,29.2,18,2,11,22,40,0.92,3.34,1.35
472,J.P. Feyereisen,31,"6' 2""",215,AAA,LAD,3.4,6.8,47%,10.4%,5.06,133,25,3,29.1,35,5,20,11,22,1.10,6.14,1.57
473,Eric Lauer,29,"6' 3""",209,AAA,PIT,3.4,11.4,26%,10.9%,4.58,127,8,6,29.1,31,6,18,11,37,1.94,5.52,1.43
474,Riley Pint,26,"6' 5""",225,AAA,COL,8.3,15.3,32%,12.5%,3.17,133,26,-,29.1,17,0,10,27,50,0.83,3.07,1.50
475,Diego Castillo,30,"6' 3""",268,AAA,MIN,5.8,11.1,55%,12.9%,3.68,139,32,-,29.1,31,2,17,19,36,0.68,5.22,1.70
476,Tim Brennan,27,"6' 4""",212,AAA,TEX,7.4,4.6,52%,4.7%,6.74,136,10,10,29.1,33,4,19,24,15,0.79,5.83,1.94
477,Andre Granillo,24,"6' 4""",250,AAA,STL,6.4,9.5,14%,9.1%,5.92,132,23,-,29.1,24,6,19,21,31,1.67,5.83,1.53
478,Grant Holman,24,"6' 6""",250,AAA,OAK,4.0,9.2,-,-,3.03,114,23,-,29.1,13,1,3,13,30,1.04,0.92,0.89
479,Ty Buttrey,31,"6' 6""",240,AAA,SEA,4.3,9.6,43%,11.9%,5.20,140,29,1,29.0,39,6,29,14,31,1.07,9.00,1.83
480,Ben Bowden,29,"6' 4""",249,AAA,ATL,5.3,10.9,36%,13.1%,4.55,129,27,-,29.0,26,4,13,17,35,1.23,4.03,1.48
481,Hunter Stanley,26,"5' 11""",203,AAA,CLE,4.1,9.7,36%,12.8%,5.61,136,13,4,28.2,38,7,19,13,31,1.70,5.97,1.78
482,Josh Walker,29,"6' 6""",225,AAA,NYM,6.6,12.2,52%,18.8%,3.80,126,25,-,28.2,16,2,9,21,39,0.92,2.83,1.29
483,Elieser Hernández,29,"6' 1""",214,AAA,LAD,2.5,10.7,26%,13.6%,2.56,114,6,5,28.2,22,2,9,8,34,2.57,2.83,1.05
484,Kaleb Ort,32,"6' 4""",248,AAA,HOU,5.7,11.9,-,-,3.34,133,30,-,28.2,30,2,19,18,38,1.47,5.97,1.67
485,Omar Cruz,25,"6' 0""",210,AAA,SD,3.1,11.6,-,-,2.10,108,8,2,28.2,16,1,8,10,37,1.37,2.51,0.91
486,Tyler Ferguson,30,"6' 4""",225,AAA,OAK,3.5,13.7,46%,18.4%,2.06,130,26,-,28.1,27,0,11,11,43,0.91,3.49,1.34
487,Joey Estes,22,"6' 2""",190,AAA,OAK,3.2,8.3,37%,11.2%,5.76,125,6,6,28.1,31,7,19,10,26,1.19,6.04,1.45
488,José Marte,28,"6' 3""",180,AAA,LAA,4.1,10.5,61%,13.6%,2.81,116,25,-,28.1,19,1,7,13,33,0.52,2.22,1.13
489,Ty Blach,33,"6' 1""",215,AAA,COL,1.3,4.8,53%,8.8%,4.41,106,9,6,28.1,21,4,9,4,15,0.47,2.86,0.88
490,Nick Ramirez,35,"6' 4""",232,AAA,LAD,1.3,7.9,77%,19.4%,2.88,115,23,2,28.1,31,2,13,4,25,0.59,4.13,1.24
491,Ryder Ryan,29,"6' 2""",205,AAA,PIT,3.2,6.0,62%,16.3%,5.80,119,23,-,28.1,26,6,14,10,19,0.75,4.45,1.27
492,Nick Mikolajchak,26,"6' 2""",215,AAA,CLE,7.0,6.0,47%,9.2%,6.05,129,27,-,28.1,30,4,13,22,19,1.42,4.13,1.84
493,Chase Silseth,24,"6' 0""",217,AAA,LAA,5.7,5.1,-,-,6.87,131,7,7,28.1,33,6,20,18,16,1.25,6.35,1.80
494,Pedro Santos,24,"6' 4""",205,AAA,OAK,6.1,10.9,-,-,5.45,129,24,-,28.0,24,5,18,19,34,1.45,5.79,1.54
495,Jesus Tinoco,29,"6' 4""",258,AAA,KC,3.5,11.9,-,-,3.24,116,21,-,28.0,26,3,12,11,37,1.16,3.86,1.32
496,Vinny Nittoli,33,"6' 1""",210,AAA,NYM,3.5,12.9,-,-,3.59,116,24,-,28.0,23,4,8,11,40,1.11,2.57,1.21
497,Mason Englert,24,"6' 4""",206,AAA,DET,3.9,13.0,51%,18.8%,3.72,113,20,-,27.2,20,4,8,12,40,0.86,2.60,1.16
498,Kirby Snead,29,"6' 1""",218,AAA,SEA,4.6,9.1,63%,11.8%,5.88,131,30,-,27.2,32,6,27,14,28,0.38,8.78,1.66
499,Daniel Palencia,24,"5' 11""",160,AAA,CHC,6.2,15.6,38%,13.7%,3.42,127,24,1,27.2,24,3,19,19,48,1.62,6.18,1.55
500,Thomas Ponticelli,27,"6' 1""",205,AAA,COL,9.4,3.9,34%,7.8%,10.77,162,10,8,27.2,52,11,46,29,12,0.86,14.96,2.93
501,Adam Oller,29,"6' 4""",225,AAA,CLE,5.9,10.7,40%,10.5%,5.74,125,12,6,27.2,26,6,23,18,33,1.00,7.48,1.59
