Player,Age,Ht.,Wt.,Lvl.,Org,BB/9,K/9,GB%,SwSt%,FIP,BF,G,GS,IP,H,HR,ER,BB,K,GO/AO,ERA,WHIP
Aaron McGarity,29,"6' 3""",185,AAA,CWS,3.3,8.2,56%,6.7%,3.96,228,45,-,55.0,37,4,16,20,50,0.88,2.62,1.04
Levi Stoudt,26,"6' 1""",195,AAA,BAL,5.2,6.2,36%,7.4%,7.51,255,14,11,55.0,63,16,42,32,38,1.43,6.87,1.73
Scott Blewett,28,"6' 6""",245,AAA,MIN,2.8,8.9,40%,17.2%,2.98,238,38,3,54.2,58,3,23,17,54,1.28,3.79,1.37
Carlos Garcia,25,"6' 3""",185,AAA,TB,5.1,9.7,33%,10.1%,4.46,241,35,5,54.2,48,6,28,31,59,2.16,4.61,1.45
Sean Burke,24,"6' 6""",230,AAA,CWS,5.4,11.9,-,-,4.69,236,14,14,54.2,38,9,29,33,72,1.37,4.77,1.3
Patrick Monteverde,26,"6' 2""",200,AAA,MIA,3.6,6.8,34%,10.4%,6.19,243,11,10,54.1,61,13,35,22,41,1.52,5.8,1.53
Hyun-il Choi,24,"6' 2""",215,AAA,LAD,3.8,6.7,45%,9.7%,4.77,234,11,11,54.0,48,6,26,23,40,1.21,4.33,1.31
Darren McCaughan,28,"6' 1""",200,AAA,CLE,3.3,9.2,41%,11.9%,4.68,236,11,11,54.0,55,10,33,20,55,0.83,5.5,1.39
Connor Sadzeck,32,"6' 7""",235,AAA,PIT,5.4,9.9,45%,10.0%,3.67,258,40,-,53.2,59,2,24,32,59,0.77,4.02,1.7
Conner Greene,29,"6' 4""",220,AAA,HOU,4.7,9.3,36%,13.3%,4.54,234,32,5,53.1,49,7,29,28,55,1.38,4.89,1.44
Xzavion Curry,26,"6' 0""",195,AAA,CLE,3.5,7.9,26%,10.0%,6.4,237,12,11,53.1,57,15,39,21,47,1.37,6.58,1.46
Alek Jacob,26,"6' 3""",190,AAA,SD,5.1,11.0,38%,11.1%,5.5,252,41,-,53.0,65,12,33,30,65,0.91,5.6,1.79
Shaun Anderson,29,"6' 6""",228,AAA,MIA,2.2,9.0,36%,19.4%,2.92,211,13,9,53.0,46,4,15,13,53,1.68,2.55,1.11
Rico Garcia,30,"5' 9""",201,AAA,WSH,4.6,13.2,23%,16.5%,4.16,223,47,-,52.2,39,9,24,27,77,2.12,4.1,1.25
Adam Oller,29,"6' 4""",225,AAA,MIA,4.3,9.7,-,-,4.5,223,18,9,52.2,44,8,31,25,57,0.76,5.3,1.31
Luis González,32,"6' 2""",170,AAA,BAL,1.7,10.5,33%,13.3%,3.1,218,38,-,52.1,50,6,27,10,61,1.47,4.64,1.15
Casey Legumina,27,"6' 2""",195,AAA,CIN,2.8,8.9,33%,13.1%,3.8,214,35,-,52.1,43,6,19,16,52,1.7,3.27,1.13
Tanner Dodson,27,"6' 1""",160,AAA,LAD,6.2,8.1,61%,12.6%,4.51,240,33,-,52.0,50,3,20,36,47,0.31,3.46,1.65
Geronimo Franzua,30,"6' 1""",170,AAA,PIT,5.7,11.6,0%,27.6%,5.45,232,40,2,52.0,45,11,28,33,67,1.27,4.85,1.5
Levi Stoudt,26,"6' 1""",195,AAA,SEA,5.2,6.2,39%,7.7%,7.47,241,12,11,52.0,60,15,40,30,36,1.43,6.92,1.73
Andrew Hoffmann,24,"6' 5""",210,AAA,KC,4.5,8.8,49%,9.2%,5.09,256,17,11,52.0,73,8,45,26,51,1.0,7.79,1.9
Gerson Garabito,29,"6' 0""",160,AAA,TEX,1.9,8.8,55%,14.4%,3.84,212,12,9,52.0,41,6,19,11,51,0.87,3.29,1.0
Easton Lucas,27,"6' 4""",180,AAA,TOR,4.2,9.4,-,-,3.57,218,33,1,52.0,45,4,19,24,54,1.07,3.29,1.33
Sean Guenther,28,"5' 11""",194,AAA,DET,2.6,9.1,52%,12.1%,3.12,222,39,2,51.2,51,4,19,15,52,0.43,3.31,1.28
Brady Feigl,33,"6' 4""",195,AAA,PIT,2.3,10.8,46%,9.4%,3.69,214,33,1,51.2,51,8,22,13,62,0.95,3.83,1.24
Aidan Anderson,27,"6' 1""",195,AAA,TEX,2.3,9.6,26%,14.0%,4.47,213,29,2,51.2,40,10,18,13,55,2.22,3.14,1.03
Luis Guerrero,24,"6' 0""",215,AAA,BOS,5.4,13.0,43%,13.8%,4.18,227,39,-,51.1,37,6,19,31,74,1.38,3.33,1.32
Max Kranick,27,"6' 3""",220,AAA,NYM,2.8,7.4,31%,8.4%,5.1,216,32,3,51.1,49,10,20,16,42,1.4,3.51,1.27
Randy Labaut,27,"6' 2""",205,AAA,CLE,6.2,7.6,32%,14.3%,5.36,232,30,3,51.0,47,7,26,35,43,1.61,4.59,1.61
Eric Orze,27,"6' 4""",195,AAA,NYM,4.6,12.4,40%,14.7%,4.14,215,36,-,51.0,37,8,19,26,70,1.16,3.35,1.24
Ray Gaither,26,"6' 4""",224,AAA,HOU,5.2,8.5,44%,9.7%,3.86,222,43,-,50.2,46,3,18,29,48,0.72,3.2,1.48
Touki Toussaint,28,"6' 3""",215,AAA,CWS,6.9,8.7,49%,14.2%,5.17,240,17,8,50.2,53,5,29,39,49,0.84,5.15,1.82
Andrew Alvarez,25,"6' 3""",215,AAA,WSH,3.6,6.2,-,-,4.54,220,11,11,50.2,51,5,24,20,35,0.9,4.26,1.4
Joey Krehbiel,31,"6' 3""",250,AAA,SEA,3.6,8.8,52%,11.3%,3.74,207,47,-,50.1,35,5,20,20,49,1.02,3.58,1.09
Anthony Misiewicz,29,"6' 1""",196,AAA,NYY,2.5,11.4,44%,15.3%,2.52,208,40,-,50.1,42,4,16,14,64,0.91,2.86,1.11
Doug Nikhazy,25,"6' 0""",210,AAA,CLE,4.8,9.7,-,-,4.08,205,10,9,50.1,34,5,19,27,54,0.87,3.4,1.21
Jacob Bosiokovic,30,"6' 5""",240,AAA,STL,5.6,11.0,45%,10.3%,4.3,221,42,-,50.0,42,6,26,31,61,0.98,4.68,1.46
Ryan Middendorf,26,"6' 6""",220,AAA,MIL,3.4,9.4,34%,13.1%,4.24,222,44,-,50.0,47,6,21,19,52,1.02,3.78,1.32
Sean Reynolds,26,"6' 8""",250,AAA,SD,5.8,11.3,46%,12.8%,3.76,232,34,3,50.0,53,4,34,32,63,0.86,6.12,1.7
Kyle Tyler,27,"6' 0""",200,AAA,MIA,3.8,7.9,36%,8.4%,3.72,204,11,9,50.0,39,3,17,21,44,1.09,3.06,1.2
Grant Wolfram,27,"6' 8""",240,AAA,TEX,4.1,9.0,47%,11.7%,3.48,208,38,-,50.0,40,3,18,23,50,0.9,3.24,1.26
Janson Junk,28,"6' 2""",197,AAA,HOU,3.8,8.1,-,-,4.14,211,22,7,50.0,43,5,20,21,45,0.94,3.6,1.28
Jake Woodford,27,"6' 4""",215,AAA,CWS,3.1,7.6,41%,7.9%,5.15,214,10,10,49.2,52,9,29,17,42,1.06,5.26,1.39
Ryan Jensen,26,"6' 0""",190,AAA,MIN,8.3,12.9,63%,13.4%,3.57,227,37,2,49.2,34,1,20,46,71,0.59,3.62,1.61
Isaac Mattson,29,"6' 2""",205,AAA,PIT,5.1,11.2,33%,14.6%,3.71,216,22,3,49.2,41,5,18,28,62,1.93,3.26,1.39
Trey Supak,28,"6' 5""",268,AAA,CHC,2.7,7.4,-,-,4.48,216,12,5,49.2,57,7,23,15,41,0.96,4.17,1.45
Quinn Priester,23,"6' 3""",210,AAA,BOS,2.5,9.1,-,-,3.14,205,11,11,49.2,46,4,26,14,50,0.54,4.71,1.21
Beau Sulser,30,"6' 2""",195,AAA,PIT,2.7,7.1,-,-,6.41,224,18,8,49.2,59,14,29,15,39,1.25,5.26,1.49
Brooks Kriske,30,"6' 3""",205,AAA,CIN,5.3,13.1,41%,16.8%,3.69,196,42,-,49.1,24,6,17,29,72,1.12,3.1,1.07
Joe Record,29,"6' 3""",232,AAA,TB,5.3,10.8,50%,7.1%,3.75,233,40,2,49.1,51,4,27,29,59,0.77,4.93,1.62
Spencer Bivens,30,"6' 5""",205,AAA,SF,3.1,7.7,52%,7.1%,3.51,205,27,-,49.1,42,3,16,17,42,0.85,2.92,1.2
Hobie Harris,31,"6' 3""",212,AAA,MIN,4.7,10.2,46%,15.5%,5.16,232,39,-,49.1,60,10,35,26,56,0.98,6.39,1.74
Austin Pope,25,"6' 3""",210,AAA,AZ,5.7,11.5,33%,10.7%,3.44,234,46,-,49.1,55,3,32,31,63,0.93,5.84,1.74
Julio Teheran,33,"6' 2""",205,AAA,BAL,4.0,8.9,-,-,5.77,241,12,12,49.1,71,11,49,22,49,1.19,8.94,1.89
Chance Adams,30,"6' 1""",230,AAA,COL,3.9,6.6,37%,6.3%,4.0,223,39,3,49.0,58,3,29,21,36,1.39,5.33,1.61
Blake Walston,23,"6' 5""",175,AAA,AZ,4.4,9.2,43%,13.2%,4.73,217,11,10,49.0,49,7,24,24,50,1.02,4.41,1.49
Easton Lucas,27,"6' 4""",180,AAA,DET,4.2,9.6,30%,7.5%,3.61,206,32,1,49.0,41,4,18,23,52,1.05,3.31,1.31
Eduardo Salazar,26,"6' 2""",177,AAA,WSH,3.3,7.2,-,-,3.81,217,21,7,49.0,59,3,24,18,39,0.66,4.41,1.57
Tyler Jay,30,"6' 1""",185,AAA,MIL,1.8,6.8,-,-,3.34,199,30,1,49.0,46,3,15,10,37,1.0,2.76,1.14
John Rooney,27,"6' 5""",215,AAA,LAD,3.9,9.4,66%,12.4%,4.96,224,42,-,48.2,53,7,26,21,51,0.54,4.81,1.52
Christian Roa,25,"6' 4""",220,AAA,CIN,5.6,8.7,47%,8.1%,5.73,222,23,4,48.2,55,9,30,30,47,0.78,5.55,1.75
Trey McGough,26,"6' 3""",195,AAA,CWS,3.3,8.3,-,-,2.99,189,23,-,48.2,30,2,10,18,45,1.18,1.85,0.99
Steven Cruz,25,"6' 7""",225,AAA,KC,4.3,10.2,45%,10.4%,3.62,207,44,-,48.1,41,4,18,23,55,0.7,3.35,1.32
Keider Montero,24,"6' 1""",145,AAA,DET,5.6,10.1,40%,11.1%,4.3,224,13,13,48.1,52,5,27,30,54,1.26,5.03,1.7
Yerry De Los Santos,26,"6' 2""",210,AAA,NYY,3.4,8.4,45%,8.5%,4.95,218,41,1,48.1,58,9,24,18,45,0.71,4.47,1.57
Nolan Hoffman,27,"6' 4""",190,AAA,BAL,6.1,12.3,57%,11.3%,2.64,230,37,-,48.1,55,0,20,33,66,0.8,3.72,1.82
Blas Castano,25,"5' 10""",162,AAA,SEA,2.8,9.1,-,-,4.3,207,9,9,48.1,52,7,25,15,49,0.83,4.66,1.39
Evan Sisk,27,"6' 2""",209,AAA,KC,4.3,13.1,54%,13.8%,1.91,194,49,-,48.0,28,0,9,23,70,0.84,1.69,1.06
Tim Cate,26,"6' 0""",185,AAA,WSH,4.9,10.1,33%,12.0%,4.39,209,43,1,48.0,44,6,28,26,54,1.22,5.25,1.46
Osvaldo Bido,28,"6' 3""",175,AAA,OAK,3.0,10.3,40%,11.7%,4.74,204,10,9,48.0,48,10,24,16,55,1.31,4.5,1.33
Riley Martin,26,"6' 1""",215,AAA,CHC,7.4,12.7,39%,14.7%,4.56,221,34,-,47.2,41,6,28,39,67,0.97,5.29,1.68
Michael Gomez,28,"6' 3""",210,AAA,TB,3.8,11.1,30%,12.7%,3.39,214,34,-,47.2,49,4,26,20,59,2.0,4.91,1.45
Geoff Hartlieb,30,"6' 5""",240,AAA,COL,4.5,9.1,51%,13.3%,4.75,219,34,-,47.2,53,7,29,24,48,0.6,5.48,1.62
Erasmo Ramírez,34,"6' 0""",220,AAA,TB,2.5,10.8,61%,12.5%,3.67,199,32,-,47.2,45,7,16,13,57,1.28,3.02,1.22
Beau Sulser,30,"6' 2""",195,AAA,TOR,2.5,7.0,32%,10.3%,6.23,212,17,8,47.2,55,13,28,13,37,1.26,5.29,1.43
Trevor Kelley,31,"6' 2""",210,AAA,SEA,5.9,10.7,37%,11.1%,4.45,209,45,-,47.1,42,6,16,31,56,1.67,3.04,1.54
Enmanuel Mejia,25,"5' 11""",185,AAA,TB,5.9,9.6,44%,12.5%,6.01,222,37,5,47.0,47,10,39,31,50,0.82,7.47,1.66
Brenan Hanifee,26,"6' 5""",215,AAA,DET,2.7,10.2,49%,7.8%,3.56,204,34,-,47.0,47,6,27,14,53,0.53,5.17,1.3
Nick Nelson,28,"6' 1""",205,AAA,PHI,4.6,7.5,40%,10.9%,5.54,216,29,5,47.0,50,8,35,24,39,1.2,6.7,1.57
Juan Hillman,27,"6' 1""",195,AAA,COL,3.8,5.7,-,-,5.88,216,15,7,47.0,58,9,31,20,30,0.59,5.94,1.66
Kyle McGowin,32,"6' 3""",202,AAA,CHC,4.4,7.5,-,-,5.35,214,10,10,47.0,55,8,32,23,39,1.35,6.13,1.66
Julian Aguiar,23,"6' 3""",180,AAA,CIN,3.1,7.9,-,-,4.39,199,9,9,47.0,43,6,23,16,41,1.21,4.4,1.26
Carson Spiers,26,"6' 3""",205,AAA,CIN,2.9,9.5,47%,12.8%,2.88,193,9,8,46.2,34,2,13,15,49,1.12,2.51,1.05
Tyler Gilbert,30,"6' 3""",223,AAA,PHI,2.3,11.8,36%,8.7%,2.31,207,34,3,46.2,54,3,25,12,61,0.63,4.82,1.41
Edwin Escobar,32,"6' 2""",225,AAA,CHC,6.4,9.1,40%,10.8%,5.41,206,31,-,46.1,40,7,25,33,47,1.4,4.86,1.58
Prelander Berroa,24,"5' 11""",215,AAA,CWS,6.8,9.5,29%,14.4%,5.39,218,43,-,46.1,50,7,33,35,49,1.37,6.41,1.83
Spencer Howard,28,"6' 3""",210,AAA,SF,4.1,12.0,42%,14.2%,4.26,208,14,10,46.1,52,8,34,21,62,1.54,6.6,1.58
Christian Montes De Oca,24,"6' 4""",230,AAA,AZ,3.1,8.0,49%,12.4%,4.42,212,39,-,46.1,54,6,28,16,41,0.76,5.44,1.51
Kyle Barraclough,34,"6' 3""",229,AAA,TEX,5.1,10.5,37%,10.6%,3.53,203,24,4,46.1,37,3,20,26,54,1.68,3.88,1.36
Trey Wingenter,30,"6' 7""",237,AAA,CHC,4.1,14.0,-,-,2.83,200,36,-,46.1,38,4,13,21,72,1.03,2.53,1.27
Lucas Luetge,37,"6' 4""",205,AAA,CHC,2.9,10.5,-,-,3.03,197,36,-,46.1,41,4,19,15,54,1.05,3.69,1.21
Troy Watson,27,"6' 2""",180,AAA,TOR,5.9,9.4,40%,8.7%,7.09,232,26,7,46.0,66,14,44,30,48,1.56,8.61,2.09
Nick Hernandez,29,"6' 1""",212,AAA,HOU,4.1,12.1,-,-,2.98,190,37,-,46.0,32,3,13,21,62,2.38,2.54,1.15
Brad Keller,29,"6' 5""",255,AAA,BOS,3.5,6.9,-,-,3.2,190,12,9,46.0,40,1,18,18,35,0.6,3.52,1.26
Matt Koch,33,"6' 3""",215,AAA,COL,1.4,6.3,39%,8.3%,5.26,207,43,-,45.2,64,10,29,7,32,1.1,5.72,1.55
Yosver Zulueta,26,"6' 1""",190,AAA,CIN,6.1,11.4,61%,7.6%,3.47,207,33,-,45.2,42,2,19,31,58,0.38,3.74,1.6
Kent Emanuel,32,"6' 4""",225,AAA,MIA,2.4,7.9,49%,8.8%,4.22,208,13,7,45.1,67,6,31,12,40,0.63,6.15,1.74
Chris Clarke,26,"6' 7""",215,AAA,CHC,3.4,6.8,44%,8.4%,4.53,198,13,11,45.0,52,5,25,17,34,0.82,5.0,1.53
Ryan Loutos,25,"6' 5""",240,AAA,STL,4.4,10.8,50%,10.7%,3.13,198,40,-,45.0,46,3,19,22,54,1.17,3.8,1.51
Phil Bickford,29,"6' 4""",200,AAA,NYY,3.0,11.0,25%,12.0%,3.04,183,34,1,45.0,36,4,15,15,55,1.88,3.0,1.13
Carl Edwards Jr.,32,"6' 3""",165,AAA,SD,5.4,8.4,-,-,4.58,195,25,5,45.0,45,5,16,27,42,1.03,3.2,1.6
Tyler Thomas,28,"6' 1""",175,AAA,LAA,6.0,9.1,41%,10.7%,4.78,209,31,2,44.2,45,4,27,30,45,1.02,5.44,1.68
Brandon Eisert,26,"6' 2""",205,AAA,TOR,4.0,12.1,36%,14.6%,3.74,193,35,3,44.2,44,6,20,20,60,1.09,4.03,1.43
José Buttó,26,"6' 1""",202,AAA,NYM,3.7,7.7,57%,13.5%,4.02,185,8,8,44.1,36,4,15,18,38,1.02,3.05,1.22
Brian Moran,35,"6' 4""",225,AAA,ATL,3.3,9.5,27%,9.9%,4.04,200,25,2,44.1,50,5,25,16,47,1.89,5.08,1.49
Carlos Vargas,24,"6' 4""",210,AAA,SEA,3.5,6.3,56%,11.5%,4.63,194,45,-,44.0,50,5,18,17,31,0.5,3.68,1.52
Justin Garza,30,"5' 10""",170,AAA,SF,2.5,9.2,29%,12.3%,3.72,187,29,-,44.0,45,5,18,12,45,1.38,3.68,1.3
Austin Cox,27,"6' 4""",235,AAA,KC,6.1,9.8,40%,7.6%,5.27,199,30,3,44.0,41,7,18,30,48,0.95,3.68,1.61
Luis Reyes,29,"6' 2""",175,AAA,WSH,5.2,5.6,51%,10.0%,5.17,213,32,1,43.2,55,4,33,25,27,0.68,6.8,1.83
Brooks Wilson,28,"6' 2""",205,AAA,ATL,6.0,11.8,46%,11.8%,4.52,192,26,-,43.2,32,6,20,29,57,1.18,4.12,1.4
Austin Schulfer,28,"6' 2""",175,AAA,DET,4.1,9.7,-,-,4.73,188,27,1,43.2,40,7,23,20,47,0.7,4.74,1.37
Brandon Hughes,28,"6' 2""",215,AAA,AZ,3.5,8.5,39%,10.3%,3.29,180,35,-,43.1,37,2,8,17,41,1.48,1.66,1.25
Jackson Stephens,30,"6' 2""",220,AAA,ATL,3.6,9.4,37%,11.8%,3.41,186,26,1,43.0,42,3,19,17,45,0.95,3.98,1.37
Brett Kennedy,30,"6' 0""",200,AAA,CIN,1.9,7.1,42%,10.4%,6.01,184,10,10,43.0,50,12,37,9,34,1.02,7.74,1.37
Max Castillo,25,"6' 2""",280,AAA,PHI,5.0,7.7,34%,9.1%,6.55,209,11,10,43.0,59,11,40,24,37,1.1,8.37,1.93
Brad Lord,24,"6' 3""",210,AAA,WSH,2.5,8.8,-,-,3.04,182,9,9,43.0,41,2,15,12,42,1.22,3.14,1.23
Matt Krook,29,"6' 4""",225,AAA,BAL,6.5,11.0,61%,9.6%,4.24,182,40,-,42.2,29,4,19,31,52,0.6,4.01,1.41
José Suarez,26,"5' 10""",225,AAA,LAA,2.5,10.6,-,-,4.36,199,9,9,42.2,53,8,32,12,50,1.45,6.75,1.52
Kevin Kopps,27,"6' 0""",200,AAA,SD,7.2,6.2,64%,12.4%,5.93,211,32,-,42.1,51,5,31,34,29,0.46,6.59,2.01
Evan Kravetz,27,"6' 8""",240,AAA,CIN,4.7,10.0,43%,12.4%,5.08,188,41,-,42.1,41,8,16,22,47,1.48,3.4,1.49
Rhett Kouba,24,"6' 0""",180,AAA,HOU,6.8,6.4,50%,6.6%,5.81,203,11,10,42.1,46,5,28,32,30,1.24,5.95,1.84
Christian Scott,25,"6' 4""",215,AAA,NYM,2.6,11.7,33%,13.7%,4.53,164,9,9,42.1,29,10,13,12,55,0.89,2.76,0.97
Nick Wittgren,33,"6' 2""",216,AAA,MIN,1.9,7.7,29%,3.1%,5.05,185,30,-,42.1,48,9,25,9,36,1.41,5.31,1.35
Kevin Herget,33,"5' 10""",185,AAA,MIL,1.9,11.6,41%,13.1%,1.72,160,33,-,42.0,30,1,10,9,54,1.24,2.14,0.93
Josh Maciejewski,29,"6' 3""",210,AAA,NYY,3.9,8.6,46%,13.0%,4.27,188,15,8,42.0,43,5,26,18,40,0.85,5.57,1.45
Gerson Moreno,28,"6' 0""",218,AAA,OAK,6.2,9.2,34%,10.2%,5.61,181,37,1,42.0,28,7,28,29,43,1.69,6.0,1.36
Matt Andriese,34,"6' 2""",215,AAA,MIA,3.2,6.9,45%,6.3%,3.75,189,18,1,42.0,54,3,23,15,32,1.42,4.93,1.64
Chris Vallimont,27,"6' 5""",240,AAA,LAD,5.8,7.1,-,-,7.11,200,10,9,42.0,53,11,40,27,33,1.83,8.57,1.9
Ian Bedell,24,"6' 2""",214,AAA,STL,4.9,6.6,-,-,6.68,184,8,8,42.0,35,10,24,23,31,1.49,5.14,1.38
Carson Ragsdale,26,"6' 8""",225,AAA,SF,4.7,10.1,-,-,5.39,184,9,8,42.0,45,9,26,22,47,1.56,5.57,1.6
Adam Mazur,23,"6' 2""",180,AAA,MIA,1.7,7.9,-,-,4.25,180,9,9,42.0,48,7,30,8,37,0.95,6.43,1.33
John Curtiss,31,"6' 5""",220,AAA,COL,2.6,7.6,33%,9.5%,3.71,181,36,-,41.2,45,4,21,12,35,2.0,4.54,1.37
Lucas Luetge,37,"6' 4""",205,AAA,BOS,2.8,10.2,41%,13.5%,2.88,176,31,-,41.2,36,3,14,13,47,1.14,3.02,1.18
Will Klein,24,"6' 5""",230,AAA,OAK,6.5,9.1,-,-,4.92,183,36,-,41.2,28,5,16,30,42,1.28,3.46,1.39
Kevin Gowdy,26,"6' 4""",205,AAA,LAD,3.9,9.2,58%,15.4%,2.98,188,35,1,41.1,43,0,16,18,42,0.37,3.48,1.48
Anthony Maldonado,26,"6' 4""",220,AAA,MIA,4.4,10.5,31%,16.8%,5.0,183,29,-,41.1,43,8,24,20,48,1.69,5.23,1.52
Mike Mayers,32,"6' 2""",220,AAA,TOR,4.8,10.0,28%,8.8%,4.27,194,31,3,41.1,45,4,28,22,46,2.57,6.1,1.62
Tyler Jay,30,"6' 1""",185,AAA,NYM,0.9,6.5,48%,7.4%,3.13,161,23,1,41.1,38,3,11,4,30,0.89,2.4,1.02
Bryan Shaw,36,"6' 1""",225,AAA,LAA,6.1,7.4,50%,11.1%,4.05,185,39,-,41.1,34,1,19,28,34,0.67,4.14,1.5
Kolton Ingram,27,"5' 9""",170,AAA,SF,6.1,7.8,-,-,5.29,178,36,-,41.1,32,5,15,28,36,0.68,3.27,1.45
Grant Holmes,28,"6' 0""",226,AAA,ATL,3.1,11.2,52%,16.0%,3.08,168,18,3,41.0,34,4,12,14,51,0.94,2.63,1.17
Roddery Muñoz,24,"6' 2""",210,AAA,MIA,4.0,6.8,31%,8.7%,5.52,179,8,7,41.0,35,7,25,18,31,1.28,5.49,1.29
Sammy Peralta,26,"6' 2""",215,AAA,CWS,4.0,8.6,-,-,4.25,166,32,-,41.0,29,4,17,18,39,0.79,3.73,1.15
Brent Honeywell,29,"6' 2""",195,AAA,LAD,4.0,7.5,-,-,4.35,176,32,-,41.0,37,4,21,18,34,1.08,4.61,1.34
Fraser Ellard,26,"6' 4""",220,AAA,CWS,4.4,13.1,40%,14.9%,3.42,176,38,-,40.2,34,4,17,20,59,0.81,3.76,1.33
Jesse Hahn,35,"6' 5""",205,AAA,LAD,7.3,9.5,56%,5.2%,4.54,179,34,2,40.2,30,2,21,33,43,0.51,4.65,1.55
Justin Sterner,27,"6' 1""",215,AAA,TB,3.5,10.0,43%,13.4%,4.72,168,29,1,40.2,32,7,17,16,45,1.54,3.76,1.18
Blake Taylor,29,"6' 3""",220,AAA,TEX,5.8,8.9,46%,9.6%,4.85,196,34,-,40.1,54,5,26,26,40,1.03,5.8,1.98
Austin Kitchen,27,"6' 0""",200,AAA,MIA,2.5,5.6,-,-,3.42,162,28,-,40.1,34,2,15,11,25,0.8,3.35,1.12
Cole Sulser,34,"6' 1""",190,AAA,TB,3.6,9.4,-,-,3.67,154,31,1,40.1,20,4,6,16,42,0.67,1.34,0.89
Alex Mauricio,27,"6' 0""",180,AAA,NYY,5.0,9.5,40%,13.7%,3.4,167,30,-,40.0,28,2,8,22,42,1.74,1.8,1.25
Tylor Megill,29,"6' 7""",230,AAA,NYM,3.8,12.2,63%,14.0%,2.75,164,8,8,40.0,32,3,14,17,54,0.69,3.15,1.23
DL Hall,25,"6' 2""",203,AAA,MIL,5.6,7.9,0%,12.5%,4.93,179,14,14,40.0,36,4,17,25,35,1.14,3.83,1.53
Matt Festa,31,"6' 1""",195,AAA,TEX,2.9,10.8,-,-,2.58,168,33,-,40.0,35,2,12,13,48,1.12,2.7,1.2
Tyler Danish,29,"6' 0""",200,AAA,COL,7.0,5.9,38%,6.6%,5.73,206,11,10,39.2,61,4,34,31,26,1.26,7.71,2.32
Slade Cecconi,25,"6' 4""",219,AAA,AZ,2.8,10.8,41%,10.9%,3.38,157,13,5,39.1,34,5,16,12,47,1.06,3.66,1.17
Luis Cessa,32,"6' 0""",222,AAA,KC,3.7,6.6,47%,10.0%,4.94,173,11,10,39.1,44,6,17,16,29,1.1,3.89,1.53
DJ Herz,23,"6' 2""",197,AAA,WSH,7.3,10.1,33%,11.7%,4.4,168,10,10,39.1,24,3,17,32,44,1.83,3.89,1.42
Shane Baz,25,"6' 2""",190,AAA,TB,5.3,10.1,34%,10.3%,3.61,178,10,10,39.1,39,2,18,23,44,1.76,4.12,1.58
Brent Honeywell,29,"6' 2""",195,AAA,PIT,3.9,7.6,40%,12.2%,4.38,168,31,-,39.0,36,4,21,17,33,1.11,4.85,1.36
Anthony Gose,34,"6' 0""",200,AAA,CLE,5.8,12.7,28%,19.6%,4.05,167,36,-,39.0,28,5,15,25,55,1.23,3.46,1.36
Elvis Alvarado,25,"6' 4""",183,AAA,MIA,7.4,12.2,38%,12.5%,3.66,174,31,-,39.0,26,1,14,32,53,1.07,3.23,1.49
George Soriano,25,"6' 2""",210,AAA,MIA,3.9,10.2,41%,14.4%,5.0,158,24,-,39.0,30,8,19,17,44,0.69,4.38,1.21
Daulton Jefferies,29,"6' 0""",182,AAA,PIT,3.5,6.7,39%,9.1%,4.35,169,9,7,39.0,40,4,21,15,29,1.22,4.85,1.41
Tony Santillan,27,"6' 3""",285,AAA,CIN,5.4,12.3,43%,14.0%,3.57,174,38,-,38.2,32,3,15,23,53,1.7,3.49,1.42
Duane Underwood Jr.,30,"6' 2""",225,AAA,NYY,5.6,9.3,43%,13.0%,5.27,171,32,2,38.2,32,6,14,24,40,1.0,3.26,1.45
Tyler Woessner,24,"6' 4""",230,AAA,MIL,7.9,6.8,36%,7.4%,7.65,194,15,5,38.2,44,9,31,34,29,1.27,7.22,2.02
Tanner Gordon,26,"6' 5""",215,AAA,COL,2.3,8.2,43%,14.9%,5.29,166,8,8,38.2,46,9,21,10,35,1.31,4.89,1.45
Trey Wingenter,30,"6' 7""",237,AAA,BOS,4.4,13.7,-,-,3.28,171,30,-,38.2,35,4,13,19,59,0.86,3.03,1.4
Parker Mushinski,28,"6' 0""",225,AAA,HOU,4.2,10.6,69%,14.4%,3.75,169,37,-,38.1,33,3,17,18,45,0.76,3.99,1.33
Joe Boyle,25,"6' 7""",240,AAA,OAK,8.0,14.6,67%,0.0%,3.8,167,12,11,38.1,21,3,24,34,62,1.0,5.63,1.43
Michael Flynn,28,"6' 4""",185,AAA,TB,3.8,12.7,32%,13.0%,4.33,165,30,-,38.1,31,7,22,16,54,1.61,5.17,1.23
Peter Strzelecki,29,"6' 2""",216,AAA,CLE,2.8,10.9,44%,16.7%,3.33,163,35,-,38.0,37,4,19,12,46,1.32,4.5,1.29
Chase Plymell,26,"6' 4""",205,AAA,CWS,4.0,5.9,27%,9.3%,4.67,159,23,-,38.0,30,4,13,17,25,2.07,3.08,1.24
Josh Winder,27,"6' 5""",210,AAA,MIN,3.1,10.2,48%,15.1%,3.83,177,25,-,38.0,50,5,26,13,43,0.79,6.16,1.66
Johnny Cueto,38,"5' 11""",229,AAA,TEX,1.9,7.1,56%,7.6%,4.12,160,8,8,38.0,39,5,25,8,30,0.93,5.92,1.24
Andrew Magno,26,"5' 11""",190,AAA,DET,5.7,9.5,36%,9.9%,4.17,180,28,-,38.0,46,3,24,24,40,0.97,5.68,1.84
